node-perf-dash.kubernetes.io._0_base,node-perf-dash.k8s.io.,CNAME,UNKNOWNPROVIDER
pr.kubernetes.io._0_base,pr.k8s.io.,CNAME,UNKNOWNPROVIDER
pr-test.kubernetes.io._0_base,pr-test.k8s.io.,CNAME,UNKNOWNPROVIDER
prow.kubernetes.io._0_base,prow.k8s.io.,CNAME,UNKNOWNPROVIDER
prs.kubernetes.io._0_base,prs.k8s.io.,CNAME,UNKNOWNPROVIDER
release.triage.kubernetes.io._0_base,release.triage.k8s.io.,CNAME,UNKNOWNPROVIDER
sigs.kubernetes.io._0_base,sigs.k8s.io.,CNAME,UNKNOWNPROVIDER
slack.kubernetes.io._0_base,34.107.195.71,A,GCP
submit-queue.kubernetes.io._0_base,submit-queue.k8s.io.,CNAME,UNKNOWNPROVIDER
testgrid.kubernetes.io._0_base,testgrid.k8s.io.,CNAME,UNKNOWNPROVIDER
pfjqlwt67ty3.testgrid.kubernetes.io._0_base,gv-bymjxdpk6uolpo.dv.googlehosted.com.,CNAME,GOOGLE
velodrome.kubernetes.io._0_base,velodrome.k8s.io.,CNAME,UNKNOWNPROVIDER
youtube.kubernetes.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
yt.kubernetes.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
.canary.kubernetes.dev,104.198.14.52,A,GCP
www.canary.kubernetes.dev,kubernetes-contributor.netlify.app.,CNAME,NETLIFY
.k8s.io._0_base,34.107.204.206,A,GCP
www.k8s.io._0_base,k8s.io.,CNAME,UNKNOWNPROVIDER
dummy.k8s.io._0_base,k8s.io.,CNAME,UNKNOWNPROVIDER
redirect.k8s.io._0_base,34.107.204.206,A,GCP
docs.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
*.docs.k8s.io._0_base,netlifyglobalcdn.com.,CNAME,NETLIFY
_acme-challenge.docs.k8s.io._0_base,0.0.0.0,A,UNKNOWNIP
apt.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
yum.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
dl.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
rel.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
releases.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
artifacts.k8s.io._0_base,35.244.192.77,A,GCP
blog.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
changelog.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
ci-test.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
code.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
cs.k8s.io._0_base,147.75.97.58,A,UNKNOWNIP
discuss.k8s.io._0_base,kubernetes.hosted-by-discourse.com.,CNAME,UNKNOWNPROVIDER
examples.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
feature.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
features.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
gcsweb.k8s.io._0_base,35.190.8.208,A,GCP
get.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
git.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
go.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
gubernator.k8s.io._0_base,216.239.32.21,A,UNKNOWNIP
gubernator.k8s.io._0_base,216.239.34.21,A,UNKNOWNIP
gubernator.k8s.io._0_base,216.239.36.21,A,UNKNOWNIP
gubernator.k8s.io._0_base,216.239.38.21,A,UNKNOWNIP
aupoulkmindh.gubernator.k8s.io._0_base,gv-afluggfkiwfho7.dv.googlehosted.com.,CNAME,GOOGLE
issue.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
issues.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
youtube.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
yt.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
node-perf-dash.k8s.io._0_base,35.227.254.215,A,GCP
perf-dash.k8s.io._0_base,34.102.200.94,A,GCP
pr.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
pr-test.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
release.triage.k8s.io._0_base,35.186.239.70,A,GCP
prow.k8s.io._0_base,35.186.196.185,A,GCP
monitoring.prow.k8s.io._0_base,130.211.20.136,A,GCP
prow-canary.k8s.io._0_base,35.244.182.122,A,GCP
monitoring.prow-canary.k8s.io._0_base,34.102.128.31,A,GCP
prs.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
relnotes.k8s.io._0_base,kubernetes-sigs-release-notes.netlify.app.,CNAME,NETLIFY
sigs.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
slack.k8s.io._0_base,34.107.195.71,A,GCP
submit-queue.k8s.io._0_base,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
testgrid.k8s.io._0_base,216.239.32.21,A,UNKNOWNIP
testgrid.k8s.io._0_base,216.239.34.21,A,UNKNOWNIP
testgrid.k8s.io._0_base,216.239.36.21,A,UNKNOWNIP
testgrid.k8s.io._0_base,216.239.38.21,A,UNKNOWNIP
7ujw4gp3z2cq.testgrid.k8s.io._0_base,gv-t2drtmd73nsutd.dv.googlehosted.com.,CNAME,GOOGLE
velodrome.k8s.io._0_base,104.197.200.129,A,GCP
kind.sigs.k8s.io._0_base,k8s-kind.netlify.app.,CNAME,NETLIFY
cluster-api.sigs.k8s.io._0_base,kubernetes-sigs-cluster-api.netlify.app.,CNAME,NETLIFY
cluster-api-aws.sigs.k8s.io._0_base,kubernetes-sigs-cluster-api-provider-aws.netlify.app.,CNAME,NETLIFY
release-0-1.cluster-api.sigs.k8s.io._0_base,release-0-1--kubernetes-sigs-cluster-api.netlify.app.,CNAME,NETLIFY
release-0-2.cluster-api.sigs.k8s.io._0_base,release-0-2--kubernetes-sigs-cluster-api.netlify.app.,CNAME,NETLIFY
master.cluster-api.sigs.k8s.io._0_base,master--kubernetes-sigs-cluster-api.netlify.app.,CNAME,NETLIFY
capz.sigs.k8s.io._0_base,kubernetes-sigs-cluster-api-provider-azure.netlify.app.,CNAME,NETLIFY
cloud-provider-aws.sigs.k8s.io._0_base,kubernetes-sigs-cloud-provider-aws.netlify.app.,CNAME,NETLIFY
cloud-provider-vsphere.sigs.k8s.io._0_base,kubernetes-sigs-cloud-provider-vsphere.netlify.app.,CNAME,NETLIFY
vsphere-csi-driver.sigs.k8s.io._0_base,kubernetes-sigs-vsphere-csi-driver.netlify.app.,CNAME,NETLIFY
minikube.sigs.k8s.io._0_base,kubernetes-sigs-minikube.netlify.app.,CNAME,NETLIFY
kops.sigs.k8s.io._0_base,kubernetes-kops.netlify.app.,CNAME,NETLIFY
image-builder.sigs.k8s.io._0_base,kubernetes-sigs-image-builder.netlify.app.,CNAME,NETLIFY
krew.sigs.k8s.io._0_base,kubernetes-sigs-krew.netlify.app.,CNAME,NETLIFY
.canary.k8s.dev,104.198.14.52,A,GCP
www.canary.k8s.dev,kubernetes-contributor.netlify.app.,CNAME,NETLIFY
.canary.k8s.io,34.107.204.206,A,GCP
www.canary.k8s.io,k8s.io.,CNAME,UNKNOWNPROVIDER
dummy.canary.k8s.io,k8s.io.,CNAME,UNKNOWNPROVIDER
redirect.canary.k8s.io,34.107.204.206,A,GCP
docs.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
*.docs.canary.k8s.io,netlifyglobalcdn.com.,CNAME,NETLIFY
_acme-challenge.docs.canary.k8s.io,0.0.0.0,A,UNKNOWNIP
apt.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
yum.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
dl.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
rel.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
releases.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
artifacts.canary.k8s.io,35.244.192.77,A,GCP
blog.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
changelog.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
ci-test.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
code.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
cs.canary.k8s.io,147.75.97.58,A,UNKNOWNIP
discuss.canary.k8s.io,kubernetes.hosted-by-discourse.com.,CNAME,UNKNOWNPROVIDER
examples.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
feature.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
features.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
gcsweb.canary.k8s.io,35.190.8.208,A,GCP
get.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
git.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
go.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
gubernator.canary.k8s.io,216.239.32.21,A,UNKNOWNIP
gubernator.canary.k8s.io,216.239.34.21,A,UNKNOWNIP
gubernator.canary.k8s.io,216.239.36.21,A,UNKNOWNIP
gubernator.canary.k8s.io,216.239.38.21,A,UNKNOWNIP
aupoulkmindh.gubernator.canary.k8s.io,gv-afluggfkiwfho7.dv.googlehosted.com.,CNAME,GOOGLE
issue.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
issues.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
youtube.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
yt.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
node-perf-dash.canary.k8s.io,35.227.254.215,A,GCP
perf-dash.canary.k8s.io,34.102.200.94,A,GCP
pr.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
pr-test.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
release.triage.canary.k8s.io,35.186.239.70,A,GCP
prow.canary.k8s.io,35.186.196.185,A,GCP
monitoring.prow.canary.k8s.io,130.211.20.136,A,GCP
prow-canary.canary.k8s.io,35.244.182.122,A,GCP
monitoring.prow-canary.canary.k8s.io,34.102.128.31,A,GCP
prs.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
relnotes.canary.k8s.io,kubernetes-sigs-release-notes.netlify.app.,CNAME,NETLIFY
sigs.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
slack.canary.k8s.io,34.107.195.71,A,GCP
submit-queue.canary.k8s.io,redirect.k8s.io.,CNAME,UNKNOWNPROVIDER
testgrid.canary.k8s.io,216.239.32.21,A,UNKNOWNIP
testgrid.canary.k8s.io,216.239.34.21,A,UNKNOWNIP
testgrid.canary.k8s.io,216.239.36.21,A,UNKNOWNIP
testgrid.canary.k8s.io,216.239.38.21,A,UNKNOWNIP
7ujw4gp3z2cq.testgrid.canary.k8s.io,gv-t2drtmd73nsutd.dv.googlehosted.com.,CNAME,GOOGLE
velodrome.canary.k8s.io,104.197.200.129,A,GCP
kind.sigs.canary.k8s.io,k8s-kind.netlify.app.,CNAME,NETLIFY
cluster-api.sigs.canary.k8s.io,kubernetes-sigs-cluster-api.netlify.app.,CNAME,NETLIFY
cluster-api-aws.sigs.canary.k8s.io,kubernetes-sigs-cluster-api-provider-aws.netlify.app.,CNAME,NETLIFY
release-0-1.cluster-api.sigs.canary.k8s.io,release-0-1--kubernetes-sigs-cluster-api.netlify.app.,CNAME,NETLIFY
release-0-2.cluster-api.sigs.canary.k8s.io,release-0-2--kubernetes-sigs-cluster-api.netlify.app.,CNAME,NETLIFY
master.cluster-api.sigs.canary.k8s.io,master--kubernetes-sigs-cluster-api.netlify.app.,CNAME,NETLIFY
capz.sigs.canary.k8s.io,kubernetes-sigs-cluster-api-provider-azure.netlify.app.,CNAME,NETLIFY
cloud-provider-aws.sigs.canary.k8s.io,kubernetes-sigs-cloud-provider-aws.netlify.app.,CNAME,NETLIFY
cloud-provider-vsphere.sigs.canary.k8s.io,kubernetes-sigs-cloud-provider-vsphere.netlify.app.,CNAME,NETLIFY
vsphere-csi-driver.sigs.canary.k8s.io,kubernetes-sigs-vsphere-csi-driver.netlify.app.,CNAME,NETLIFY
minikube.sigs.canary.k8s.io,kubernetes-sigs-minikube.netlify.app.,CNAME,NETLIFY
kops.sigs.canary.k8s.io,kubernetes-kops.netlify.app.,CNAME,NETLIFY
image-builder.sigs.canary.k8s.io,kubernetes-sigs-image-builder.netlify.app.,CNAME,NETLIFY
krew.sigs.canary.k8s.io,kubernetes-sigs-krew.netlify.app.,CNAME,NETLIFY
.k8s.dev,104.198.14.52,A,GCP
www.k8s.dev,kubernetes-contributor.netlify.app.,CNAME,NETLIFY
